Title,"HE qualifications obtained by subject area, sex, level of qualification, mode of study and country of HE provider",,,,,
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Other,2014/15,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Total,2014/15,215
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Female,2015/16,125
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Male,2015/16,60
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Other,2015/16,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Total,2015/16,180
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Female,2016/17,150
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Male,2016/17,75
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Other,2016/17,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Total,2016/17,225
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Female,2017/18,150
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Male,2017/18,70
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Other,2017/18,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Total,2017/18,215
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Female,2018/19,130
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Male,2018/19,60
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Other,2018/19,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,Scotland,Total,2018/19,190
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Female,2014/15,35
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Male,2014/15,25
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Other,2014/15,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Total,2014/15,60
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Female,2015/16,20
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Male,2015/16,25
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Other,2015/16,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Total,2015/16,45
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Female,2016/17,20
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Male,2016/17,15
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Other,2016/17,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Total,2016/17,35
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Female,2017/18,25
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Male,2017/18,30
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Other,2017/18,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Total,2017/18,55
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Female,2018/19,20
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Male,2018/19,30
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Other,2018/19,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,Scotland,Total,2018/19,50
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Female,2014/15,35
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Male,2014/15,30
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Other,2014/15,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Total,2014/15,65
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Female,2015/16,30
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Male,2015/16,25
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Other,2015/16,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Total,2015/16,50
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Female,2016/17,35
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Male,2016/17,25
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Other,2016/17,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Total,2016/17,60
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Female,2017/18,40
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Male,2017/18,25
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Other,2017/18,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Total,2017/18,65
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Female,2018/19,30
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Male,2018/19,20
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Other,2018/19,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,Wales,Total,2018/19,50
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Female,2014/15,5
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Male,2014/15,10
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Other,2014/15,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Total,2014/15,15
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Female,2015/16,10
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Male,2015/16,5
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Other,2015/16,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Total,2015/16,15
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Female,2016/17,15
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Male,2016/17,5
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Other,2016/17,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Total,2016/17,20
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Female,2017/18,10
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Male,2017/18,5
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Other,2017/18,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Total,2017/18,10
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Female,2018/19,5
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Male,2018/19,10
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Other,2018/19,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,Wales,Total,2018/19,15
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Female,2014/15,1120
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Male,2014/15,760
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Other,2014/15,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Total,2014/15,1880
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Female,2015/16,1150
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Male,2015/16,785
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Other,2015/16,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Total,2015/16,1930
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Female,2016/17,1110
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Male,2016/17,800
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Other,2016/17,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Total,2016/17,1910
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Female,2017/18,1155
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Male,2017/18,815
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Other,2017/18,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Total,2017/18,1970
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Female,2018/19,1190
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Male,2018/19,825
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Other,2018/19,0
(1) Medicine & dentistry,Postgraduate (research),Full-time,All,Total,2018/19,2020
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Female,2014/15,320
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Male,2014/15,330
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Other,2014/15,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Total,2014/15,650
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Female,2015/16,305
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Male,2015/16,305
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Other,2015/16,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Total,2015/16,610
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Female,2016/17,270
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Male,2016/17,275
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Other,2016/17,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Total,2016/17,545
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Female,2017/18,300
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Male,2017/18,275
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Other,2017/18,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Total,2017/18,575
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Female,2018/19,280
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Male,2018/19,265
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Other,2018/19,0
(1) Medicine & dentistry,Postgraduate (research),Part-time,All,Total,2018/19,545
(1) Medicine & dentistry,Postgraduate (research),All,All,Female,2014/15,1440
(1) Medicine & dentistry,Postgraduate (research),All,All,Male,2014/15,1090
(1) Medicine & dentistry,Postgraduate (research),All,All,Other,2014/15,0
(1) Medicine & dentistry,Postgraduate (research),All,All,Total,2014/15,2530
(1) Medicine & dentistry,Postgraduate (research),All,All,Female,2015/16,1450
(1) Medicine & dentistry,Postgraduate (research),All,All,Male,2015/16,1090
(1) Medicine & dentistry,Postgraduate (research),All,All,Other,2015/16,0
(1) Medicine & dentistry,Postgraduate (research),All,All,Total,2015/16,2540
(1) Medicine & dentistry,Postgraduate (research),All,All,Female,2016/17,1380
(1) Medicine & dentistry,Postgraduate (research),All,All,Male,2016/17,1075
(1) Medicine & dentistry,Postgraduate (research),All,All,Other,2016/17,0
(1) Medicine & dentistry,Postgraduate (research),All,All,Total,2016/17,2455
(1) Medicine & dentistry,Postgraduate (research),All,All,Female,2017/18,1455
(1) Medicine & dentistry,Postgraduate (research),All,All,Male,2017/18,1090
(1) Medicine & dentistry,Postgraduate (research),All,All,Other,2017/18,0
(1) Medicine & dentistry,Postgraduate (research),All,All,Total,2017/18,2545
(1) Medicine & dentistry,Postgraduate (research),All,All,Female,2018/19,1470
(1) Medicine & dentistry,Postgraduate (research),All,All,Male,2018/19,1090
(1) Medicine & dentistry,Postgraduate (research),All,All,Other,2018/19,0
(1) Medicine & dentistry,Postgraduate (research),All,All,Total,2018/19,2565
(1) Medicine & dentistry,Postgraduate (research),All,England,Female,2014/15,1195
(1) Medicine & dentistry,Postgraduate (research),All,England,Male,2014/15,945
(1) Medicine & dentistry,Postgraduate (research),All,England,Other,2014/15,0
(1) Medicine & dentistry,Postgraduate (research),All,England,Total,2014/15,2140
(1) Medicine & dentistry,Postgraduate (research),All,England,Female,2015/16,1235
(1) Medicine & dentistry,Postgraduate (research),All,England,Male,2015/16,960
(1) Medicine & dentistry,Postgraduate (research),All,England,Other,2015/16,0
(1) Medicine & dentistry,Postgraduate (research),All,England,Total,2015/16,2195
(1) Medicine & dentistry,Postgraduate (research),All,England,Female,2016/17,1140
(1) Medicine & dentistry,Postgraduate (research),All,England,Male,2016/17,935
(1) Medicine & dentistry,Postgraduate (research),All,England,Other,2016/17,0
(1) Medicine & dentistry,Postgraduate (research),All,England,Total,2016/17,2070
(1) Medicine & dentistry,Postgraduate (research),All,England,Female,2017/18,1190
(1) Medicine & dentistry,Postgraduate (research),All,England,Male,2017/18,950
(1) Medicine & dentistry,Postgraduate (research),All,England,Other,2017/18,0
(1) Medicine & dentistry,Postgraduate (research),All,England,Total,2017/18,2145
(1) Medicine & dentistry,Postgraduate (research),All,England,Female,2018/19,1250
(1) Medicine & dentistry,Postgraduate (research),All,England,Male,2018/19,955
(1) Medicine & dentistry,Postgraduate (research),All,England,Other,2018/19,0
(1) Medicine & dentistry,Postgraduate (research),All,England,Total,2018/19,2205
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Female,2014/15,25
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Male,2014/15,15
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Other,2014/15,0
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Total,2014/15,35
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Female,2015/16,35
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Male,2015/16,15
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Other,2015/16,0
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Total,2015/16,45
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Female,2016/17,25
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Male,2016/17,20
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Other,2016/17,0
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Total,2016/17,45
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Female,2017/18,40
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Male,2017/18,10
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Other,2017/18,0
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Total,2017/18,50
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Female,2018/19,35
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Male,2018/19,20
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Other,2018/19,0
(1) Medicine & dentistry,Postgraduate (research),All,Northern Ireland,Total,2018/19,55
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Female,2014/15,180
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Male,2014/15,90
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Other,2014/15,0
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Total,2014/15,275
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Female,2015/16,140
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Male,2015/16,85
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Other,2015/16,0
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Total,2015/16,225
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Female,2016/17,165
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Male,2016/17,90
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Other,2016/17,0
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Total,2016/17,260
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Female,2017/18,175
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Male,2017/18,100
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Other,2017/18,0
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Total,2017/18,275
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Female,2018/19,155
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Male,2018/19,85
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Other,2018/19,0
(1) Medicine & dentistry,Postgraduate (research),All,Scotland,Total,2018/19,240
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Female,2014/15,40
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Male,2014/15,40
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Other,2014/15,0
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Total,2014/15,80
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Female,2015/16,40
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Male,2015/16,30
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Other,2015/16,0
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Total,2015/16,70
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Female,2016/17,50
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Male,2016/17,30
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Other,2016/17,0
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Total,2016/17,80
(1) Medicine & dentistry,Postgraduate (research),All,Wales,Female,2017/18,45
